SN,ANLN1,ANLN2,AUFNR,AUGBL,AUGDT,BELNR,BSCHL,BTYPE,BUKRS,BUZEI,DMBTR,EBELN,EBELP,ETYPE,GJAHR,HBKID,HKONT,KOART,KOKRS,KOSTL,KTOSL,KUNNR,LIFNR,MATNR,MWSKZ,POSN2,PRCTR,SGTXT,SHKZG,UMSKZ,VBEL2,VBELN,VORGN,WERKS,XANET,XAUTO,XINVE,XOPVW,XSAUF,XSERG,XSKST,XSPRO,XUMAN,XUMSW,XZAHL
9226,            ,    ,            ,          ,0,5100000321,86,  ,3000,2,30000,4500024356,10,   ,2022,     ,191100,S,2000,          ,WRX,          ,          ,732,I0,0,          ,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9227,            ,    ,            ,          ,0,5100000322,31,  ,3000,1,30000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,3000,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9228,            ,    ,            ,          ,0,5100000322,86,  ,3000,2,30000,4500024357,10,   ,2022,     ,191100,S,2000,          ,WRX,          ,          ,732,I0,0,          ,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9229,            ,    ,            ,          ,0,5100000323,31,  ,3000,1,30000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,3000,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9230,            ,    ,            ,          ,0,5100000323,86,  ,3000,2,30000,4500024358,10,   ,2022,     ,191100,S,2000,          ,WRX,          ,          ,732,I0,0,          ,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9231,            ,    ,            ,          ,0,5100000324,31,  ,3000,1,30000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,3000,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9232,            ,    ,            ,          ,0,5100000324,86,  ,3000,2,30000,4500024373,10,   ,2022,     ,191100,S,2000,          ,WRX,          ,          ,732,I0,0,          ,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9233,            ,    ,            ,          ,0,5100000325,31,  ,3000,1,5000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,3000,                  ,**,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9234,            ,    ,            ,          ,0,5100000325,86,  ,3000,2,100000,4500024374,10,   ,2022,     ,191100,S,2000,          ,WRX,          ,          ,732,I0,0,          ,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9235,            ,    ,            ,          ,0,5100000325,93,  ,3000,3,95000,4500024374,10,   ,2022,     ,281000,S,2000,          ,PRD,          ,          ,732,  ,0,          ,                                                  ,H, ,          ,          ,RMRP,3000, ,X, , , , , , , , ,
9236,            ,    ,            ,          ,0,5100000326,31,  ,3000,1,5000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,3000,                  ,**,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9237,            ,    ,            ,          ,0,5100000326,86,  ,3000,2,50000,4500024376,10,   ,2022,     ,191100,S,2000,          ,WRX,          ,          ,732,I0,0,          ,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9238,            ,    ,            ,          ,0,5100000326,93,  ,3000,3,45000,4500024376,10,   ,2022,     ,281000,S,2000,          ,PRD,          ,          ,732,  ,0,          ,                                                  ,H, ,          ,          ,RMRP,3000, ,X, , , , , , , , ,
9239,            ,    ,            ,          ,0,5100000327,31,  ,3000,1,7000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,3000,                  ,**,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9240,            ,    ,            ,          ,0,5100000327,86,  ,3000,2,70000,4500024377,10,   ,2022,     ,191100,S,2000,          ,WRX,          ,          ,732,I0,0,          ,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9241,            ,    ,            ,          ,0,5100000327,93,  ,3000,3,63000,4500024377,10,   ,2022,     ,281000,S,2000,          ,PRD,          ,          ,732,  ,0,          ,                                                  ,H, ,          ,          ,RMRP,3000, ,X, , , , , , , , ,
9242,            ,    ,            ,          ,0,5100000328,31,  ,3000,1,10000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,3000,                  ,**,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9243,            ,    ,            ,          ,0,5100000328,86,  ,3000,2,100000,4500024378,10,   ,2022,     ,191100,S,2000,          ,WRX,          ,          ,732,I0,0,          ,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9244,            ,    ,            ,          ,0,5100000328,93,  ,3000,3,90000,4500024378,10,   ,2022,     ,281000,S,2000,          ,PRD,          ,          ,732,  ,0,          ,                                                  ,H, ,          ,          ,RMRP,3000, ,X, , , , , , , , ,
9245,            ,    ,            ,          ,0,5100000329,31,  ,3000,1,11000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,3000,                  ,**,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9246,            ,    ,            ,          ,0,5100000329,86,  ,3000,2,50000,4500024379,10,   ,2022,     ,191100,S,2000,          ,WRX,          ,          ,732,I0,0,          ,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9247,            ,    ,            ,          ,0,5100000329,93,  ,3000,3,39000,4500024379,10,   ,2022,     ,281000,S,2000,          ,PRD,          ,          ,732,  ,0,          ,                                                  ,H, ,          ,          ,RMRP,3000, ,X, , , , , , , , ,
9248,            ,    ,            ,          ,0,5100000330,31,  ,3000,1,4000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,3000,                  ,**,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9249,            ,    ,            ,          ,0,5100000330,86,  ,3000,2,50000,4500024380,10,   ,2022,     ,191100,S,2000,          ,WRX,          ,          ,732,I0,0,          ,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9250,            ,    ,            ,          ,0,5100000330,93,  ,3000,3,46000,4500024380,10,   ,2022,     ,281000,S,2000,          ,PRD,          ,          ,732,  ,0,          ,                                                  ,H, ,          ,          ,RMRP,3000, ,X, , , , , , , , ,
9251,            ,    ,            ,          ,0,5100000331,31,  ,3000,1,5000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,3000,                  ,**,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9252,            ,    ,            ,          ,0,5100000331,86,  ,3000,2,150000,4500024381,10,   ,2022,     ,191100,S,2000,          ,WRX,          ,          ,732,I0,0,          ,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9253,            ,    ,            ,          ,0,5100000331,93,  ,3000,3,145000,4500024381,10,   ,2022,     ,281000,S,2000,          ,PRD,          ,          ,732,  ,0,          ,                                                  ,H, ,          ,          ,RMRP,3000, ,X, , , , , , , , ,
9254,            ,    ,            ,          ,0,5100000332,31,  ,3000,1,15553,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,3000,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9255,            ,    ,            ,          ,0,5100000332,40,  ,3000,3,453,4500024404,10,   ,2022,     ,191100,S,2000,          ,FR1,          ,3000,697,I0,0,          ,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9256,            ,    ,            ,          ,0,5100000332,86,  ,3000,2,15100,4500024404,10,   ,2022,     ,191100,S,2000,          ,WRX,          ,          ,697,I0,0,          ,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9257,            ,    ,            ,          ,0,5100000333,31,  ,3000,1,300000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,3000,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9258,            ,    ,            ,          ,0,5100000333,86,  ,3000,2,300000,4500024405,10,   ,2022,     ,191100,S,2000,          ,WRX,          ,          ,732,I0,0,          ,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9259,            ,    ,            ,          ,0,5100000334,31,  ,3000,1,30000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,1000,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9260,            ,    ,            ,          ,0,5100000334,86,  ,3000,2,30000,4500024406,10,   ,2022,     ,191100,S,2000,          ,WRX,          ,          ,732,I0,0,          ,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9261,            ,    ,            ,          ,0,5100000335,31,  ,3000,1,600,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,HD9999    ,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9262,            ,    ,            ,          ,0,5100000335,81,  ,3000,2,500,4300000017,10,   ,2022,     ,417000,S,2000,328,KBS,          ,          ,                  ,I0,0,3402,                                                  ,S, ,          ,          ,RMRP,3000, , , , , , , , , , ,
9263,            ,    ,            ,          ,0,5100000335,81,  ,3000,3,100,4300000017,10,   ,2022,     ,417000,S,2000,328,KBS,          ,          ,                  ,I0,0,3402,                                                  ,S, ,          ,          ,RMRP,3000, , , , , , , , , , ,
9264,            ,    ,            ,          ,0,5100000336,31,  ,3000,1,30000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,3000,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9265,            ,    ,            ,          ,0,5100000336,86,  ,3000,2,30000,4500024407,10,   ,2022,     ,191100,S,2000,          ,WRX,          ,          ,732,I0,0,          ,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9266,            ,    ,            ,          ,0,5100000337,31,  ,3000,1,30000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,3000,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
9267,            ,    ,            ,          ,0,5100000337,86,  ,3000,2,30000,4500024408,10,   ,2022,     ,191100,S,2000,          ,WRX,          ,          ,732,I0,0,          ,                                                  ,S, ,          ,          ,RMRP,3000, , , ,X, , , , , , ,
9268,            ,    ,            ,          ,0,5100000338,31,  ,3000,1,3000,          ,0,   ,2022,     ,160000,K,2000,          ,KBS,          ,DHL99     ,                  ,I0,0,          ,                                                  ,H, ,          ,          ,RMRP,    , , , ,X, , , , , ,X,
